ID DEPATAMENTO;DEPARTAMENTO;ID MUNICIPIO;MUNICIPIO;ID LOCALIDAD;LOCALIDAD;AÑO SERVICIO;MES SERVICIO;ENERGÍA ACTIVA;ENERGÍA REACTIVA;POTENCIA MÁXIMA;DÍA DE DEMANDA MÁXIMA;FECHA DE DEMANDA MÁXIMA;PROMEDIO DIARIO EN HORAS
91;AMAZONAS;91001;LETICIA;91001000;LETICIA (LETICIA - AMAZONAS);2024;6;3994102;1010671;782451;Jueves;06/20/2024 03:30:00 PM;24
91;AMAZONAS;91540;PUERTO NARIÑO;91540000;PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS);2024;6;127838;40378;256;Miércoles;06/05/2024 06:15:00 PM;24
91;AMAZONAS;91798;TARAPACA (ANM);91798000;TARAPACA (TARAPACA (ANM) - AMAZONAS);2024;6;26578;11917;10143;Jueves;06/20/2024 06:30:00 PM;1018
88;ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA;88564;PROVIDENCIA;88564000;PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA );2024;6;1284196;274864;224156;Miércoles;06/12/2024 02:15:00 PM;24
13;BOLÍVAR;13001;CARTAGENA DE INDIAS;13001007;ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR);2024;6;60724;28336;26563;Domingo;06/30/2024 08:00:00 PM;94
13;BOLÍVAR;13001;CARTAGENA DE INDIAS;13001017;SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR);2024;6;12040;3944;5341;Viernes;06/21/2024 10:30:00 PM;924
18;CAQUETÁ;18150;CARTAGENA DEL CHAIRA;18150001;REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ);2024;6;18647;8183;10426;Sábado;06/22/2024 06:45:00 PM;743
18;CAQUETÁ;18150;CARTAGENA DEL CHAIRA;18150002;SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ);2024;6;4127;1932;394;Sábado;06/15/2024 06:00:00 PM;427
18;CAQUETÁ;18753;SAN VICENTE DEL CAGUÁN;18753002;GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ);2024;6;8770;3282;3235;Sábado;06/29/2024 07:45:00 PM;1456
19;CAUCA;19318;GUAPI;19318008;LIMONES (GUAPI - CAUCA);2024;6;9158;4037;4334;Jueves;06/27/2024 07:30:00 PM;922
19;CAUCA;19318;GUAPI;19318013;SAN ANTONIO DE GUAJUI (GUAPI - CAUCA);2024;6;12520;6833;5459;Miércoles;06/12/2024 06:30:00 PM;936
19;CAUCA;19418;LÓPEZ DE MICAY;19418009;NOANAMITO (LÓPEZ DE MICAY - CAUCA);2024;6;6719;3215;36;Domingo;06/02/2024 07:30:00 PM;822
19;CAUCA;19809;TIMBIQUÍ;19809014;CHACON (TIMBIQUÍ - CAUCA);2024;6;3571;875;22;Sábado;06/22/2024 06:45:00 PM;726
19;CAUCA;19809;TIMBIQUÍ;19809003;COTEJE (TIMBIQUÍ - CAUCA);2024;6;5703;4209;2976;Viernes;06/07/2024 07:15:00 PM;75
19;CAUCA;19809;TIMBIQUÍ;19809026;LOS BRAZOS (TIMBIQUÍ - CAUCA);2024;6;2593;1121;3655;Miércoles;06/12/2024 08:00:00 PM;256
19;CAUCA;19809;TIMBIQUÍ;19809007;SAN JOSE (TIMBIQUÍ - CAUCA);2024;6;6642;4607;3535;Miércoles;06/12/2024 07:30:00 PM;738
19;CAUCA;19809;TIMBIQUÍ;19809009;SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA);2024;6;3387;1002;202;Domingo;06/02/2024 07:45:00 PM;704
27;CHOCÓ;27006;ACANDÍ;27006000;ACANDÍ (ACANDÍ - CHOCÓ);2024;6;682186;197644;15796;Lunes;06/17/2024 08:30:00 PM;1937
27;CHOCÓ;27006;ACANDÍ;27006003;CAPURGANA (ACANDÍ - CHOCÓ);2024;6;403800;128896;89496;Sábado;06/29/2024 08:30:00 PM;2103
27;CHOCÓ;27025;ALTO BAUDO;27025000;CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ);2024;6;52766;18043;1276;Martes;06/11/2024 12:30:00 PM;2353
27;CHOCÓ;27075;BAHÍA SOLANO;27075000;CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ);2024;6;806798;240527;157388;Sábado;06/01/2024 07:30:00 PM;2355
27;CHOCÓ;27075;BAHÍA SOLANO;27075002;EL VALLE (BAHÍA SOLANO - CHOCÓ);2024;6;184938;65667;36696;Sábado;06/29/2024 08:15:00 PM;2354
27;CHOCÓ;27077;BAJO BAUDÓ;27077905;BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2024;6;4215;1621;184;Lunes;06/03/2024 07:45:00 PM;10
27;CHOCÓ;27077;BAJO BAUDÓ;27077029;FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2024;6;906;394;721;Domingo;06/30/2024 07:15:00 PM;551
27;CHOCÓ;27077;BAJO BAUDÓ;27077026;GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2024;6;5274;2959;3388;Domingo;06/02/2024 11:45:00 AM;809
27;CHOCÓ;27077;BAJO BAUDÓ;27077008;ORPUA (BAJO BAUDÓ - CHOCÓ);2024;6;648;170;624;Jueves;06/27/2024 07:15:00 PM;557
27;CHOCÓ;27077;BAJO BAUDÓ;27077000;PIZARRO (BAJO BAUDÓ - CHOCÓ);2024;6;233400;91021;4488;Lunes;06/24/2024 07:30:00 PM;2305
27;CHOCÓ;27077;BAJO BAUDÓ;27077916;TERRON (BAJO BAUDÓ - CHOCÓ);2024;6;5300;2263;2779;Lunes;06/10/2024 11:45:00 AM;1028
27;CHOCÓ;27099;BOJAYÁ;27099000;BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ);2024;6;91673;27162;26598;Lunes;06/03/2024 06:15:00 PM;1516
27;CHOCÓ;27099;BOJAYÁ;27099005;NAPIPI (BOJAYÁ - CHOCÓ);2024;6;9331;3096;608;Sábado;06/01/2024 07:00:00 PM;62
27;CHOCÓ;27099;BOJAYÁ;27099008;PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO);2024;6;11489;3514;672;Viernes;06/21/2024 08:15:00 PM;801
27;CHOCÓ;27250;EL LITORAL DEL SAN JUAN;27250000;SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ);2024;6;31176;14902;2537;Miércoles;06/05/2024 06:45:00 PM;526
27;CHOCÓ;27372;JURADO;27372000;JURADO (JURADO - CHOCÓ);2024;6;168917;56559;30864;Sábado;06/01/2024 07:00:00 PM;24
27;CHOCÓ;27425;MEDIO ATRATO;27425000;BETE (MEDIO ATRATO - CHOCÓ);2024;6;16199;8094;64;Miércoles;06/19/2024 12:00:00 PM;1139
27;CHOCÓ;27425;MEDIO ATRATO;27425008;SAN ROQUE (MEDIO ATRATO - CHOCÓ);2024;6;2241;971;2047;Domingo;06/30/2024 08:15:00 PM;508
27;CHOCÓ;27495;NUQUÍ;27495001;ARUSÍ (NUQUÍ - CHOCO);2024;6;18961;7124;60;Sábado;06/01/2024 12:00:00 PM;153
27;CHOCÓ;27495;NUQUÍ;27495011;COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ);2024;6;889;411;535;Lunes;06/17/2024 06:45:00 PM;707
27;CHOCÓ;27495;NUQUÍ;27495912;COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ);2024;6;7888;1820;115;Viernes;06/28/2024 07:15:00 AM;2317
27;CHOCÓ;27495;NUQUÍ;27495000;NUQUÍ (NUQUÍ - CHOCÓ);2024;6;286414;100295;53926;Sábado;06/01/2024 07:45:00 PM;2356
27;CHOCÓ;27001;QUIBDÓ;27001029;TAGACHI (QUIBDÓ - CHOCÓ);2024;6;116;31;1877;Viernes;06/28/2024 03:15:00 PM;24
27;CHOCÓ;27615;RIOSUCIO;27615011;SAN JOSE TAMBORAL (RIOSUCIO - CHOCÓ);2024;6;465;176;433;Martes;06/18/2024 07:00:00 PM;429
27;CHOCÓ;27800;UNGUÍA;27800005;TITUMATE (UNGUÍA - CHOCÓ);2024;6;13024;3367;7665;Sábado;06/01/2024 09:45:00 PM;726
27;CHOCÓ;27800;UNGUÍA;27800000;UNGUÍA (UNGUÍA - CHOCÓ);2024;6;453004;145637;95779;Viernes;06/07/2024 08:15:00 PM;2215
94;GUAINÍA;94343;BARRANCO MINAS;94343000;BARRANCO MINAS (BARRANCO MINAS - GUAINÍA);2024;6;87380;28373;23428;Martes;06/25/2024 05:30:00 PM;1611
94;GUAINÍA;94001;INÍRIDA;94001905;CHORRO BOCON (INÍRIDA - GUAINÍA);2024;6;5482;444;191;Viernes;06/14/2024 07:15:00 PM;1559
94;GUAINÍA;94001;INÍRIDA;94001000;INÍRIDA (INÍRIDA - GUAINÍA);2024;6;2088662;580002;409904;Martes;06/18/2024 02:30:00 PM;24
44;LA GUAJIRA;44847;URIBIA;44847003;CABO DE LA VELA (URIBIA - LA GUAJIRA);2024;6;32748;1938;15945;Miércoles;06/05/2024 07:30:00 PM;833
44;LA GUAJIRA;44847;URIBIA;44847012;NAZARETH (URIBIA - LA GUAJIRA);2024;6;31835;6940;26592;Viernes;06/07/2024 06:30:00 PM;446
47;MAGDALENA;47189;CIÉNAGA;47189018;PALMOR (CIÉNAGA - MAGDALENA);2024;6;88076;30120;16922;Sábado;06/01/2024 11:45:00 AM;2321
50;META;50325;MAPIRIPAN;50325000;MAPIRIPAN (MAPIRIPAN - META);2024;6;173757;58073;34012;Lunes;06/17/2024 03:00:00 PM;24
52;NARIÑO;52250;EL CHARCO;52250016;ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO);2024;6;554;347;643;Martes;06/04/2024 06:45:00 PM;343
52;NARIÑO;52250;EL CHARCO;52250005;LAS MERCEDES (EL CHARCO - NARIÑO);2024;6;983;873;1258;Sábado;06/01/2024 07:00:00 PM;414
52;NARIÑO;52250;EL CHARCO;52250007;SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO);2024;6;9682;2920;64;Viernes;06/28/2024 08:15:00 PM;1006
52;NARIÑO;52390;LA TOLA;52390005;AGUACATAL (LA TOLA - NARIÑO);2024;6;783;189;95;Domingo;06/30/2024 11:30:00 AM;327
52;NARIÑO;52390;LA TOLA;52390013;AMARALES (LA TOLA - NARIÑO);2024;6;8842;2662;5146;Jueves;06/13/2024 12:15:00 PM;801
52;NARIÑO;52390;LA TOLA;52390003;LA VIGIA DE LA MAR (LA TOLA - NARIÑO);2024;6;4814;2215;2164;Miércoles;06/26/2024 12:45:00 PM;95
52;NARIÑO;52390;LA TOLA;52390009;MULATOS (LA TOLA - NARIÑO);2024;6;4251;2656;2899;Sábado;06/22/2024 06:45:00 PM;753
52;NARIÑO;52390;LA TOLA;52390016;SAN PABLO DEL MAR (LA TOLA - NARIÑO);2024;6;5924;2122;263;Sábado;06/15/2024 07:30:00 PM;1003
52;NARIÑO;52427;MAGÜÍ;52427913;LA ISLA (MAGÜÍ - NARIÑO);2024;6;0;0;0;Sábado;06/01/2024 12:00:00 AM;0
52;NARIÑO;52427;MAGÜÍ;52427915;LAS LAJAS (MAGÜÍ - NARIÑO);2024;6;0;0;0;Sábado;06/01/2024 12:00:00 AM;0
52;NARIÑO;52473;MOSQUERA;52473010;EL BAJITO DE ECHANDÍA (MOSQUERA - NARIÑO);2024;6;1615;630;102;Jueves;06/13/2024 06:15:00 PM;703
52;NARIÑO;52490;OLAYA HERRERA;52490913;BOCA DE PRIETA (OLAYA HERRERA - NARIÑO);2024;6;2168;656;137;Sábado;06/29/2024 07:30:00 PM;619
52;NARIÑO;52621;ROBERTO PAYAN;52621912;TAMAJE (ROBERTO PAYAN - NARIÑO);2024;6;4778;2999;2302;Domingo;06/16/2024 03:45:00 PM;854
52;NARIÑO;52835;SAN ANDRÉS DE TUMACO;52835055;BOCAS DE CURAY (TUMACO - NARIÑO);2024;6;7922;2975;48;Viernes;06/07/2024 07:15:00 PM;719
52;NARIÑO;52835;SAN ANDRÉS DE TUMACO;52835217;SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO);2024;6;23815;9302;1056;Viernes;06/07/2024 07:15:00 PM;1042
52;NARIÑO;52696;SANTA BÁRBARA;52696014;LA ENSENADA (SANTA BÁRBARA - NARIÑO);2024;6;3102;2058;2173;Martes;06/04/2024 06:45:00 PM;628
86;PUTUMAYO;86573;PUERTO LEGUÍZAMO;86573009;PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO);2024;6;2654;1590;224;Sábado;06/01/2024 07:00:00 PM;53
76;VALLE DEL CAUCA;76109;BUENAVENTURA;76109069;PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA);2024;6;7207;1312;2895;Martes;06/25/2024 08:00:00 PM;1101
76;VALLE DEL CAUCA;76109;BUENAVENTURA;76109105;PITAL (BUENAVENTURA - VALLE DEL CAUCA);2024;6;2427;656;986;Domingo;06/09/2024 03:45:00 PM;942
76;VALLE DEL CAUCA;76109;BUENAVENTURA;76109028;PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA);2024;6;103108;35909;2126;Lunes;06/10/2024 07:45:00 PM;2126
76;VALLE DEL CAUCA;76109;BUENAVENTURA;76109081;PUNTA BONITA;2024;6;2799;3112;2103;Sábado;06/29/2024 08:30:00 PM;628
76;VALLE DEL CAUCA;76109;BUENAVENTURA;76109032;SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA);2024;6;8189;3084;4259;Sábado;06/22/2024 11:45:00 AM;929
97;VAUPÉS;97161;CARURÚ;97161000;CARURÚ (CARURÚ - VAUPÉS);2024;6;20522;5140;821;Miércoles;06/12/2024 06:45:00 PM;1158
97;VAUPÉS;97001;MITÚ;97001000;MITÚ (MITÚ - VAUPÉS);2024;6;1451772;366345;302854;Martes;06/18/2024 12:00:00 PM;24
97;VAUPÉS;97666;TARAIRA;97666000;TARAIRA (TARAIRA - VAUPÉS);2024;6;34830;9545;13033;Miércoles;06/26/2024 12:00:00 PM;1226
99;VICHADA;99001;PUERTO CARREÑO;99001000;PUERTO CARREÑO (PUERTO CARREÑO - VICHADA);2024;6;2188361;673372;479424;Domingo;06/02/2024 08:45:00 PM;2356
91;AMAZONAS;91001;LETICIA;91001000;LETICIA (LETICIA - AMAZONAS);2024;1;4059524;1044021;758108;Miércoles;01/03/2024 02:30:00 PM;24
18;CAQUETÁ;18150;CARTAGENA DEL CHAIRA;18150001;REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ);2024;5;18848;8450;10592;Sábado;05/11/2024 07:30:00 PM;74
18;CAQUETÁ;18150;CARTAGENA DEL CHAIRA;18150002;SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ);2024;5;4355;1963;40;Viernes;05/24/2024 06:30:00 PM;421
18;CAQUETÁ;18753;SAN VICENTE DEL CAGUÁN;18753002;GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ);2024;5;8538;3679;3437;Lunes;05/13/2024 06:45:00 PM;1226
19;CAUCA;19318;GUAPI;19318008;LIMONES (GUAPI - CAUCA);2024;5;8580;3745;4296;Miércoles;05/29/2024 07:15:00 PM;845
19;CAUCA;19318;GUAPI;19318013;SAN ANTONIO DE GUAJUI (GUAPI - CAUCA);2024;5;10561;6131;5254;Viernes;05/31/2024 07:45:00 PM;827
19;CAUCA;19418;LÓPEZ DE MICAY;19418009;NOANAMITO (LÓPEZ DE MICAY - CAUCA);2024;5;7935;3763;36;Domingo;05/26/2024 07:00:00 PM;1036
91;AMAZONAS;91001;LETICIA;91001000;LETICIA (LETICIA - AMAZONAS);2024;7;4175447;1065330;782349;Jueves;07/25/2024 03:30:00 PM;24
91;AMAZONAS;91540;PUERTO NARIÑO;91540000;PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS);2024;7;132554;42294;2704;Miercoles;07/24/2024 06:15:00 PM;24
91;AMAZONAS;91798;TARAPACA (ANM);91798000;TARAPACA (TARAPACA (ANM) - AMAZONAS);2024;7;26803;12169;10143;Lunes;07/29/2024 02:30:00 PM;1017
88;ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA;88564;PROVIDENCIA;88564000;PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA );2024;7;1308682;275839;222981;Miercoles;07/10/2024 10:30:00 PM;24
13;BOLÍVAR;13001;CARTAGENA DE INDIAS;13001007;ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR);2024;7;28683;13831;26406;Lunes;07/01/2024 12:30:00 AM;422
13;BOLÍVAR;13001;CARTAGENA DE INDIAS;13001017;SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR);2024;7;13868;4464;5418;Viernes;07/12/2024 10:15:00 PM;1015
18;CAQUETÁ;18150;CARTAGENA DEL CHAIRA;18150001;REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ);2024;7;11716;5089;10475;Martes;07/09/2024 07:45:00 PM;43
18;CAQUETÁ;18150;CARTAGENA DEL CHAIRA;18150002;SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ);2024;7;3571;1667;4064;Viernes;07/12/2024 06:45:00 PM;342
18;CAQUETÁ;18753;SAN VICENTE DEL CAGUÁN;18753002;GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ);2024;7;2672;976;2784;Lunes;07/01/2024 07:30:00 PM;501
19;CAUCA;19318;GUAPI;19318008;LIMONES (GUAPI - CAUCA);2024;7;4288;1882;4528;Viernes;07/05/2024 07:45:00 PM;408
19;CAUCA;19318;GUAPI;19318013;SAN ANTONIO DE GUAJUI (GUAPI - CAUCA);2024;7;11284;6147;5581;Viernes;07/26/2024 07:00:00 PM;823
19;CAUCA;19418;LÓPEZ DE MICAY;19418009;NOANAMITO (LÓPEZ DE MICAY - CAUCA);2024;7;6151;2827;40;Sabado;07/13/2024 07:15:00 PM;642
19;CAUCA;19809;TIMBIQUÍ;19809014;CHACON (TIMBIQUÍ - CAUCA);2024;7;4464;1154;2222;Domingo;07/21/2024 08:30:00 PM;835
19;CAUCA;19809;TIMBIQUÍ;19809003;COTEJE (TIMBIQUÍ - CAUCA);2024;7;5913;4186;2988;Jueves;07/11/2024 07:30:00 PM;745
19;CAUCA;19809;TIMBIQUÍ;19809007;SAN JOSE (TIMBIQUÍ - CAUCA);2024;7;6046;4222;3458;Lunes;07/15/2024 07:45:00 PM;649
19;CAUCA;19809;TIMBIQUÍ;19809009;SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA);2024;7;3295;1109;198;Lunes;07/22/2024 07:45:00 PM;632
27;CHOCÓ;27006;ACANDÍ;27006000;ACANDÍ (ACANDÍ - CHOCÓ);2024;7;727226;207226;156112;Sabado;07/13/2024 09:45:00 PM;1903
27;CHOCÓ;27006;ACANDÍ;27006003;CAPURGANA (ACANDÍ - CHOCÓ);2024;7;349527;110165;81708;Miercoles;07/03/2024 08:45:00 PM;1845
27;CHOCÓ;27025;ALTO BAUDO;27025000;CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ);2024;7;46420;16571;13957;Domingo;07/21/2024 12:30:00 PM;1751
27;CHOCÓ;27075;BAHÍA SOLANO;27075000;CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ);2024;7;879191;232126;157916;Lunes;07/29/2024 07:45:00 PM;2347
27;CHOCÓ;27075;BAHÍA SOLANO;27075002;EL VALLE (BAHÍA SOLANO - CHOCÓ);2024;7;196222;66893;42319;Lunes;07/15/2024 07:15:00 PM;2316
27;CHOCÓ;27075;BAHÍA SOLANO (MUTIS);27075001;CUPICA (BAHÍA SOLANO - CHOCÓ);2024;7;60272;18844;13001;Lunes;07/29/2024 07:15:00 PM;221
27;CHOCÓ;27077;BAJO BAUDÓ;27077905;BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2024;7;3622;1429;1632;Miercoles;07/03/2024 11:30:00 AM;832
27;CHOCÓ;27077;BAJO BAUDÓ;27077029;FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2024;7;730;302;729;Lunes;07/01/2024 07:00:00 PM;444
27;CHOCÓ;27077;BAJO BAUDÓ;27077026;GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ);2024;7;7265;4440;3402;Lunes;07/15/2024 11:30:00 AM;1023
27;CHOCÓ;27077;BAJO BAUDÓ;27077008;ORPUA (BAJO BAUDÓ - CHOCÓ);2024;7;942;268;719;Martes;07/23/2024 06:30:00 PM;813
27;CHOCÓ;27077;BAJO BAUDÓ;27077000;PIZARRO (BAJO BAUDÓ - CHOCÓ);2024;7;257463;99964;47837;Lunes;07/15/2024 12:30:00 PM;233
27;CHOCÓ;27077;BAJO BAUDÓ;27077916;TERRON (BAJO BAUDÓ - CHOCÓ);2024;7;3828;1591;2757;Jueves;07/25/2024 01:00:00 PM;703
27;CHOCÓ;27077;BAJO BAUDÓ;27077019;VIRUDO (BAJO BAUDÓ - CHOCÓ);2024;7;6922;5092;3105;Domingo;07/21/2024 10:00:00 PM;912
27;CHOCÓ;27099;BOJAYÁ;27099000;BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ);2024;7;63749;18620;26598;Domingo;07/07/2024 03:00:00 PM;1039
27;CHOCÓ;27099;BOJAYÁ;27099002;LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ);2024;7;9539;3531;512;;07/20/2024 07:30:00 PM;81
27;CHOCÓ;27099;BOJAYÁ;27099005;NAPIPI (BOJAYÁ - CHOCÓ);2024;7;9344;2970;608;Domingo;07/07/2024 07:45:00 PM;616
27;CHOCÓ;27099;BOJAYÁ;27099008;PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO);2024;7;11897;3685;624;Martes;07/02/2024 07:00:00 PM;734
27;CHOCÓ;27250;EL LITORAL DEL SAN JUAN;27250000;SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ);2024;7;61530;30589;24512;Domingo;07/07/2024 07:30:00 PM;1055
27;CHOCÓ;27372;JURADO;27372000;JURADO (JURADO - CHOCÓ);2024;7;182873;62366;3512;Lunes;07/29/2024 08:00:00 PM;2332
27;CHOCÓ;27425;MEDIO ATRATO;27425000;BETE (MEDIO ATRATO - CHOCÓ);2024;7;16169;7622;68;Jueves;07/11/2024 11:30:00 AM;1034
27;CHOCÓ;27425;MEDIO ATRATO;27425008;SAN ROQUE (MEDIO ATRATO - CHOCÓ);2024;7;1666;670;2292;Lunes;07/08/2024 08:00:00 PM;324
27;CHOCÓ;27495;NUQUÍ;27495001;ARUSÍ (NUQUÍ - CHOCO);2024;7;18926;7459;60;Domingo;07/14/2024 11:45:00 AM;1506
27;CHOCÓ;27495;NUQUÍ;27495011;COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ);2024;7;986;443;562;Lunes;07/08/2024 07:00:00 PM;712
27;CHOCÓ;27495;NUQUÍ;27495912;COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ);2024;7;7219;2956;115;Jueves;07/11/2024 03:30:00 PM;2229
27;CHOCÓ;27495;NUQUÍ;27495000;NUQUÍ (NUQUÍ - CHOCÓ);2024;7;312363;105627;57587;Martes;07/16/2024 07:45:00 PM;2351
27;CHOCÓ;27001;QUIBDÓ;27001029;TAGACHI (QUIBDÓ - CHOCÓ);2024;7;462;138;1814;Viernes;07/05/2024 08:00:00 PM;107
27;CHOCÓ;27800;UNGUÍA;27800005;TITUMATE (UNGUÍA - CHOCÓ);2024;7;18007;4842;7691;Lunes;07/22/2024 08:30:00 PM;1029
27;CHOCÓ;27800;UNGUÍA;27800000;UNGUÍA (UNGUÍA - CHOCÓ);2024;7;508534;160237;105178;Lunes;07/15/2024 12:15:00 AM;2223
94;GUAINÍA;94343;BARRANCO MINAS;94343000;BARRANCO MINAS (BARRANCO MINAS - GUAINÍA);2024;7;87489;29752;24559;Miercoles;07/17/2024 10:15:00 AM;1536
94;GUAINÍA;94001;INÍRIDA;94001905;CHORRO BOCON (INÍRIDA - GUAINÍA);2024;7;5177;364;1716;Jueves;07/25/2024 07:15:00 PM;1604
94;GUAINÍA;94001;INÍRIDA;94001000;INÍRIDA (INÍRIDA - GUAINÍA);2024;7;2042573;557699;38368;Jueves;07/25/2024 02:45:00 PM;24
44;LA GUAJIRA;44847;URIBIA;44847012;NAZARETH (URIBIA - LA GUAJIRA);2024;7;38023;8637;26208;Martes;07/16/2024 07:00:00 PM;536
47;MAGDALENA;47189;CIÉNAGA;47189018;PALMOR (CIÉNAGA - MAGDALENA);2024;7;76944;27976;16774;Domingo;07/21/2024 07:15:00 PM;2153
50;META;50325;MAPIRIPAN;50325000;MAPIRIPAN (MAPIRIPAN - META);2024;7;175985;58347;3476;Lunes;07/29/2024 06:45:00 PM;2359
52;NARIÑO;52250;EL CHARCO;52250016;ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO);2024;7;283;177;614;Lunes;07/29/2024 07:15:00 PM;153
52;NARIÑO;52250;EL CHARCO;52250005;LAS MERCEDES (EL CHARCO - NARIÑO);2024;7;1211;851;88;Sabado;07/06/2024 09:30:00 PM;537
52;NARIÑO;52250;EL CHARCO;52250007;SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO);2024;7;13460;4010;64;Lunes;07/15/2024 08:30:00 PM;94
52;NARIÑO;52390;LA TOLA;52390005;AGUACATAL (LA TOLA - NARIÑO);2024;7;2252;482;1037;Sabado;07/13/2024 07:15:00 PM;914
52;NARIÑO;52390;LA TOLA;52390013;AMARALES (LA TOLA - NARIÑO);2024;7;7626;2501;5635;Martes;07/30/2024 07:45:00 PM;62
52;NARIÑO;52390;LA TOLA;52390003;LA VIGIA DE LA MAR (LA TOLA - NARIÑO);2024;7;6165;2772;2596;Sabado;07/20/2024 12:30:00 PM;1123
52;NARIÑO;52390;LA TOLA;52390009;MULATOS (LA TOLA - NARIÑO);2024;7;4478;2834;2797;Martes;07/02/2024 06:00:00 PM;807
52;NARIÑO;52390;LA TOLA;52390016;SAN PABLO DEL MAR (LA TOLA - NARIÑO);2024;7;4799;1757;2701;Jueves;07/25/2024 07:00:00 PM;8
52;NARIÑO;52427;MAGÜÍ;52427913;LA ISLA (MAGÜÍ - NARIÑO);2024;7;0;0;0;Lunes;07/01/2024 12:00:00 AM;0
52;NARIÑO;52427;MAGÜÍ;52427915;LAS LAJAS (MAGÜÍ - NARIÑO);2024;7;0;0;0;Lunes;07/01/2024 12:00:00 AM;0
52;NARIÑO;52473;MOSQUERA;52473010;EL BAJITO DE ECHANDÍA (MOSQUERA - NARIÑO);2024;7;2725;961;1505;Jueves;07/04/2024 12:00:00 PM;1017
52;NARIÑO;52490;OLAYA HERRERA;52490913;BOCA DE PRIETA (OLAYA HERRERA - NARIÑO);2024;7;2438;739;1356;Miercoles;07/03/2024 07:15:00 PM;648
52;NARIÑO;52621;ROBERTO PAYAN;52621912;TAMAJE (ROBERTO PAYAN - NARIÑO);2024;7;4916;3030;2782;Martes;07/16/2024 08:30:00 PM;851
52;NARIÑO;52835;SAN ANDRÉS DE TUMACO;52835055;BOCAS DE CURAY (TUMACO - NARIÑO);2024;7;8110;3002;504;Sabado;07/13/2024 07:00:00 PM;716
